"rules" "support" "confidence" "coverage" "lift" "count"
"895" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=Australia} => {Tournament_Stage=League}" 0.07 1 0.07 1 7
"896" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Australia} => {Decade=-0s}" 0.07 1 0.07 1 7
"337" "{Economy_Category=Very_Economic,Team=Australia} => {Wicket_Category=Five_Plus}" 0.07 0.7 0.1 0.985915492957746 7
"725" "{Economy_Category=Very_Economic,Decade=-0s,Team=Australia} => {Wicket_Category=Five_Plus}" 0.07 0.7 0.1 0.985915492957746 7
"727" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=Australia} => {Wicket_Category=Five_Plus}" 0.07 0.7 0.1 0.985915492957746 7
"897" "{Economy_Category=Very_Economic,Tournament_Stage=League,Decade=-0s,Team=Australia} => {Wicket_Category=Five_Plus}" 0.07 0.7 0.1 0.985915492957746 7
"42" "{Team=New Zealand} => {Wicket_Category=Five_Plus}" 0.06 0.666666666666667 0.09 0.938967136150235 6
"249" "{Economy_Category=Economic,Team=New Zealand} => {Wicket_Category=Five_Plus}" 0.02 0.666666666666667 0.03 0.938967136150235 2
"259" "{Decade=-0s,Team=New Zealand} => {Wicket_Category=Five_Plus}" 0.06 0.666666666666667 0.09 0.938967136150235 6
"261" "{Tournament_Stage=League,Team=New Zealand} => {Wicket_Category=Five_Plus}" 0.06 0.666666666666667 0.09 0.938967136150235 6
"274" "{Economy_Category=Very_Economic,Team=Pakistan} => {Wicket_Category=Five_Plus}" 0.02 0.666666666666667 0.03 0.938967136150235 2
"598" "{Economy_Category=Economic,Decade=-0s,Team=New Zealand} => {Wicket_Category=Five_Plus}" 0.02 0.666666666666667 0.03 0.938967136150235 2
"600" "{Economy_Category=Economic,Tournament_Stage=League,Team=New Zealand} => {Wicket_Category=Five_Plus}" 0.02 0.666666666666667 0.03 0.938967136150235 2
"614" "{Tournament_Stage=League,Decade=-0s,Team=New Zealand} => {Wicket_Category=Five_Plus}" 0.06 0.666666666666667 0.09 0.938967136150235 6
"636" "{Economy_Category=Very_Economic,Decade=-0s,Team=Pakistan} => {Wicket_Category=Five_Plus}" 0.02 0.666666666666667 0.03 0.938967136150235 2
"638" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=Pakistan} => {Wicket_Category=Five_Plus}" 0.02 0.666666666666667 0.03 0.938967136150235 2
"841" "{Economy_Category=Economic,Tournament_Stage=League,Decade=-0s,Team=New Zealand} => {Wicket_Category=Five_Plus}" 0.02 0.666666666666667 0.03 0.938967136150235 2
"858" "{Economy_Category=Very_Economic,Tournament_Stage=League,Decade=-0s,Team=Pakistan} => {Wicket_Category=Five_Plus}" 0.02 0.666666666666667 0.03 0.938967136150235 2
"30" "{Team=Sri Lanka} => {Wicket_Category=Five_Plus}" 0.05 0.625 0.08 0.880281690140845 5
"196" "{Decade=-0s,Team=Sri Lanka} => {Wicket_Category=Five_Plus}" 0.05 0.625 0.08 0.880281690140845 5
"198" "{Tournament_Stage=League,Team=Sri Lanka} => {Wicket_Category=Five_Plus}" 0.05 0.625 0.08 0.880281690140845 5
"524" "{Tournament_Stage=League,Decade=-0s,Team=Sri Lanka} => {Wicket_Category=Five_Plus}" 0.05 0.625 0.08 0.880281690140845 5
"252" "{Economy_Category=Very_Economic,Team=New Zealand} => {Wicket_Category=Five_Plus}" 0.03 0.6 0.05 0.845070422535211 3
"604" "{Economy_Category=Very_Economic,Decade=-0s,Team=New Zealand} => {Wicket_Category=Five_Plus}" 0.03 0.6 0.05 0.845070422535211 3
"607" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=New Zealand} => {Wicket_Category=Five_Plus}" 0.03 0.6 0.05 0.845070422535211 3
"844" "{Economy_Category=Very_Economic,Tournament_Stage=League,Decade=-0s,Team=New Zealand} => {Wicket_Category=Five_Plus}" 0.03 0.6 0.05 0.845070422535211 3
"49" "{Team=South Africa} => {Wicket_Category=Five_Plus}" 0.07 0.583333333333333 0.12 0.821596244131455 7
"298" "{Decade=-0s,Team=South Africa} => {Wicket_Category=Five_Plus}" 0.07 0.583333333333333 0.12 0.821596244131455 7
"300" "{Tournament_Stage=League,Team=South Africa} => {Wicket_Category=Five_Plus}" 0.07 0.583333333333333 0.12 0.821596244131455 7
"671" "{Tournament_Stage=League,Decade=-0s,Team=South Africa} => {Wicket_Category=Five_Plus}" 0.07 0.583333333333333 0.12 0.821596244131455 7
"19" "{Team=Zimbabwe} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"131" "{Economy_Category=Very_Economic,Team=Zimbabwe} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"138" "{Decade=-0s,Team=Zimbabwe} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"140" "{Tournament_Stage=League,Team=Zimbabwe} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"168" "{Economy_Category=Very_Economic,Team=Bangladesh} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"187" "{Economy_Category=Economic,Team=Sri Lanka} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"190" "{Economy_Category=Very_Economic,Team=Sri Lanka} => {Wicket_Category=Five_Plus}" 0.02 0.5 0.04 0.704225352112676 2
"429" "{Economy_Category=Very_Economic,Decade=-0s,Team=Zimbabwe} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"432" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=Zimbabwe} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"439" "{Tournament_Stage=League,Decade=-0s,Team=Zimbabwe} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"482" "{Economy_Category=Very_Economic,Decade=-0s,Team=Bangladesh} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"484" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=Bangladesh} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"510" "{Economy_Category=Economic,Decade=-0s,Team=Sri Lanka} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"512" "{Economy_Category=Economic,Tournament_Stage=League,Team=Sri Lanka} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"516" "{Economy_Category=Very_Economic,Decade=-0s,Team=Sri Lanka} => {Wicket_Category=Five_Plus}" 0.02 0.5 0.04 0.704225352112676 2
"518" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=Sri Lanka} => {Wicket_Category=Five_Plus}" 0.02 0.5 0.04 0.704225352112676 2
"767" "{Economy_Category=Very_Economic,Tournament_Stage=League,Decade=-0s,Team=Zimbabwe} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"790" "{Economy_Category=Very_Economic,Tournament_Stage=League,Decade=-0s,Team=Bangladesh} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"803" "{Economy_Category=Economic,Tournament_Stage=League,Decade=-0s,Team=Sri Lanka} => {Wicket_Category=Five_Plus}" 0.01 0.5 0.02 0.704225352112676 1
"806" "{Economy_Category=Very_Economic,Tournament_Stage=League,Decade=-0s,Team=Sri Lanka} => {Wicket_Category=Five_Plus}" 0.02 0.5 0.04 0.704225352112676 2
